,belly_bottom_x,belly_bottom_y,belly_middle_x,belly_middle_y,belly_top_x,belly_top_y,nose_x,nose_y,pawbackL_x,pawbackL_y,pawbackR_x,pawbackR_y,pawfrontL_x,pawfrontL_y,pawfrontR_x,pawfrontR_y,tailbase_x,tailbase_y,tailmiddle_1_x,tailmiddle_1_y,tailmiddle_2_x,tailmiddle_2_y,tailtip_x,tailtip_y
48,1695.2363956289003,707.8231761392742,1767.9524015399504,709.8256294532459,1845.547892020116,725.3297812001124,1941.0923257697877,725.8042855138219,1702.4831893673595,771.6594611902296,1635.5989697875025,645.0051916209559,1818.8751661393385,749.7884189523102,1880.4640933040032,682.3954898077723,1601.14062294361,692.9174525808301,1517.028585136152,657.4076612174285,1481.2865640802102,571.388617298584,1524.4326753400003,474.4837268211781
49,1695.5794718186946,707.0926656325939,1768.6300958887728,709.5480799477825,1845.6693237259042,725.132985097151,1942.0139887327114,726.5547020648032,1701.43107089284,771.9991514864662,1635.2677680542022,644.1097364955277,1818.0221904826915,750.2286957746107,1880.3843622642073,682.7639744191845,1602.3985968186084,693.6490904529805,1516.7862630893803,654.7369028165572,1478.9066681404179,569.8957222506008,1510.277259455133,466.13325507382615
50,1694.9832054473275,708.7113624386716,1768.6541131593788,709.798871106794,1846.654036470319,725.3456271633663,1941.755513386182,727.1965050739893,1699.2732141854528,769.6051580538008,1635.6934457726393,644.2903758890477,1818.287827405196,745.1511784721949,1881.2226189356063,682.6679416033978,1602.0428635723827,693.0476587980411,1517.6033367123825,655.5048053887253,1476.3366833332657,569.58821441039,1504.28727061256,461.02176476640545
51,1695.078480848342,708.2679234445693,1768.894910070062,709.7392430980344,1845.8080028525023,724.5564900100796,1941.4736751183748,727.1992618033842,1701.2736348628919,770.0558769554063,1636.1065233143718,643.6379712428509,1818.8671051817546,745.5696087526185,1881.2465636729378,682.5889168331164,1602.6572225786913,693.3308420311421,1517.7639773027022,654.8409111153527,1477.4042843297377,568.1715992596944,1511.3179310785108,463.3573835590982
52,1695.5464410488253,707.9021802964671,1772.0973728660213,711.3905774754392,1845.9778749293737,722.9825880805972,1942.0127418733207,728.3331827781328,1699.5153976750719,768.7627584615354,1636.1429697350402,644.064261696975,1819.539704842959,748.5546597221171,1880.441575984321,683.1988729301652,1601.5593895428499,694.828491185822,1516.0104270353088,656.3596283965849,1480.4217991316727,568.9167730342888,1515.5385111366,464.54962082172983
53,1689.0369963254757,709.9817112187623,1768.7571345871775,709.7396168458802,1845.2948171478517,723.8591652588987,1942.6576761346755,727.3329726331453,1700.3344751847728,769.8730256069798,1634.78152202919,644.9386631870073,1819.410588949653,749.3692415636588,1879.9694675159676,683.5624770440998,1596.0501091662345,695.5427540839892,1509.7645912474998,660.2376338758698,1480.953508796272,581.8863696114483,1516.9651032547258,480.59053065760304
54,1695.8471675703033,707.0521591308782,1769.2008904493998,709.4737696078764,1845.9177689449325,723.4515137640603,1942.5680856065567,728.1584832863618,1700.4229750015231,769.9743233620984,1635.4692885066193,644.6904630777524,1819.4843025948846,749.1488901247606,1881.2885754725814,683.5747095948911,1597.5229103273332,696.4565836082331,1507.2853021709914,660.5261736448101,1469.9191285048369,572.1677856986786,1511.949639331188,478.86028488190465
55,1696.2851698235033,709.094945517646,1770.0601270605277,709.8727202869591,1846.9559521965334,723.8965264047536,1943.243521427291,728.0625126973055,1699.8600562681452,770.4223828652848,1635.166298884977,644.379841188778,1819.3748587175787,749.5566664605235,1880.826331452091,683.9843600168879,1598.2952150338333,696.7960047719237,1505.4526065544965,653.3038082763394,1463.4062708429367,567.1374641552472,1494.9954875990857,468.4543627944931
56,1695.4470696875903,707.5001564073341,1770.1611862152697,709.2999321461778,1846.2987865467792,723.6983956430424,1941.1208845068065,729.0464302104544,1699.5952264333073,770.4003019076429,1635.6450890163032,644.4859934812814,1819.823053755698,748.9339227316507,1879.6505074776105,684.0323579039984,1598.9601114442871,696.7082528383294,1505.4977954045623,655.0411178320803,1464.8667635102859,565.1809148725295,1495.2891380966564,466.6628195823254
57,1695.6213381643252,708.257976156887,1770.8042196553695,709.6273082141959,1847.2705459797317,723.2742083439127,1941.780162455707,730.9207990604853,1699.584443075646,770.260309510312,1635.480908321724,643.5884409353272,1820.7620939398967,749.2942047286137,1878.9666918938524,684.4663890379024,1600.227929928988,695.4736476190769,1508.441825242562,655.4847866698715,1469.2243395510352,556.7016736247535,1512.6252092144919,469.5232328907936
58,1695.6349202524868,707.6694878943292,1770.3217485378464,709.4814488358545,1846.2456680119576,725.7872592575054,1940.6740882914876,724.8576493289288,1699.1155330457314,770.0311213332607,1635.299973060637,643.8700818289349,1817.8317336019538,750.1010806071565,1877.9681485418191,683.3518022104815,1601.0922077576918,695.9707705355777,1511.070159891986,658.1497365193147,1472.595515673806,570.1303379469095,1507.785488533448,467.9287690178255
59,1695.650158439594,707.2835016081815,1769.858004178968,709.676074597551,1845.453322888616,725.3807908454712,1932.6555002142063,724.7495621958246,1700.4030071179557,770.2370920430478,1636.0977236177841,642.6672036404354,1818.2225018922118,749.3962125503947,1871.5127733451145,681.4199519801546,1599.853330204572,693.5360216942754,1509.6966068010533,654.7948403195612,1474.7158211454635,569.837333041979,1507.1247835543622,464.49089219457915
60,1696.0918997211093,707.3474443393777,1769.6391786510865,710.6544481197416,1844.6539845811856,724.5296113947791,1931.930712223793,723.1679964973566,1699.6229815698364,771.1896982743951,1634.62607802954,646.5273566350122,1820.5311779055532,747.5524976106169,1878.7549336331901,682.8626910436271,1597.5820581131195,691.0299834154675,1510.9511551061726,653.284528373982,1476.521030835468,566.6827078004965,1510.8488476971693,467.50554836406786
61,1696.0303560124744,706.9250165921014,1770.265832047453,710.6204938679978,1844.2148290024227,724.0899621867857,1931.2059242333798,721.5864307988886,1699.787360026079,771.0644092087634,1634.312731105732,645.3711939825237,1820.0687937780535,747.8055885238939,1877.7736262330302,683.7188590167807,1599.5702103605936,691.7957526879363,1511.4125733632281,653.4447379492656,1472.0779389937888,555.3531968212344,1507.4211644337709,463.82242398530434
62,1696.9730248752198,708.1683295239702,1768.9742459739953,710.5772920886895,1841.900861283731,721.8614394405909,1930.4811362429666,720.0048651004204,1698.1912843800555,769.6564112590765,1635.71957611732,644.5391058941705,1817.2075846183773,745.9059188897652,1878.0373714784319,682.6533718693113,1600.7903928496291,692.7127023828766,1512.0598329514776,653.7679917095063,1475.7300051047912,564.8275746044255,1502.6764366149387,466.5062998274197
63,1697.1152651066304,708.6481217923777,1768.5272092209789,710.0999709886539,1839.5868935650392,719.6329166943965,1929.7563482525534,718.4232994019524,1699.0072371469844,769.171837761487,1636.6948760419962,644.8372157932631,1819.4033789406685,746.2567834949139,1879.1644599891904,682.1601437416837,1604.2800508366986,696.6157784925995,1515.7457266134716,657.1662614901386,1476.2619423657877,568.3807462449756,1505.028705358839,459.9830936200423
64,1696.3958849704366,710.2631998389888,1768.6412839139134,710.3268330638825,1837.2729258463473,717.4043939482017,1929.0315602621401,716.8417337034841,1699.4517195043454,769.6867009531002,1637.1397634543002,645.1516900825411,1818.4790241098365,750.9253196032817,1879.3555215463618,688.2807977139166,1606.296166676374,696.4759479777586,1519.8144237767228,661.003479556254,1477.4937263041309,574.23880333783,1501.414005973174,470.4963887442692
65,1696.4134694849909,710.6955179942213,1769.1354733399087,709.6983991151101,1834.9589581276557,715.1758712020069,1928.306772271727,715.2601680050159,1705.7929692503221,768.8784144728493,1636.2946376648097,645.9678031821038,1819.7175084644134,750.3708539411305,1879.7993816364199,687.167452398882,1605.8626864388903,694.5730761080429,1524.8828737223687,666.5293446351272,1484.3891923403803,586.2688848548219,1504.639636176039,480.1867307106473
66,1712.6640153632995,708.1902410823188,1772.1849537729734,711.3979291412891,1832.6449904089638,712.9473484558123,1927.5819842813137,713.6786023065479,1712.233527743339,769.1484806521705,1635.8393761343991,647.4943191852342,1820.196112303013,749.1493940605353,1878.7765251462135,685.6580375876199,1615.4225125267694,699.4910012204307,1527.2312346586034,667.7045570363132,1488.9224252966278,584.980961091793,1507.4417159157265,481.46987099720263
67,1729.5042955886283,705.5983647874571,1781.7468906876356,709.9366734021924,1834.8072817201723,713.6422234266381,1926.8571962909002,712.0970366080799,1755.1732054287593,753.9558266180716,1639.0731589688478,654.0118584980489,1825.114064460393,748.4820494195826,1878.7847041253544,681.6439981989708,1619.6183599005863,698.1404327308537,1543.3358345216036,662.1644190208342,1490.3999951330725,580.3088688381528,1508.9783594548264,474.3979611059205
68,1731.5506430802088,706.2166498897359,1796.4097757871898,708.3676948237144,1833.9243799965875,713.1814792924943,1926.132408300487,710.5154709096118,1778.5917150146893,753.3202904528202,1664.8332543717052,642.8451044378796,1825.9242174325818,749.1350568823859,1876.4373915119188,681.3914459382497,1612.3346994204305,689.629116199615,1543.3542104702758,657.6662211086189,1502.4042822367362,576.4941387994355,1514.7139758079506,477.3040415501078
69,1745.5121796916649,694.0723422588496,1800.2157589019264,706.3067234305697,1833.0414782730024,712.7207351583502,1925.4076203100738,708.9339052111436,1776.078026567709,749.9971365499043,1725.601963332435,627.298080178675,1828.3118609490148,747.6555381791411,1878.8619223831367,681.1418863725444,1628.6457700543517,690.4811906148257,1552.2492459253933,658.4678015931532,1505.4397888554602,583.8483615245226,1524.9416963483038,477.02629397300973
70,1763.7138801128945,693.964750072354,1831.0338915409015,707.3768145036606,1832.1585765494176,712.2599910242061,1924.6828323196605,707.3523395126756,1774.0479136658487,749.9196995299055,1772.2120142639103,631.1843287236586,1886.5537989707796,693.0837643278171,1881.532780052304,679.5489938988753,1641.1817355930102,688.5622041142667,1562.8330322336403,658.2612808393665,1508.8847658028792,576.9108221593344,1525.5964019886512,463.9963066253142
71,1761.6085214553605,706.4819712614983,1831.9379650297303,707.1918405495433,1831.2756748258328,711.799246890062,1923.9580443292473,705.7707738142074,1773.1254508995833,749.7370558622229,1791.8828855403428,645.8761510351392,1884.1692626837428,689.1109365480058,1882.4747854215689,678.4961180095836,1641.6865282833655,673.3197564520594,1562.0416512759004,627.4012077716302,1513.5825647479815,562.895755216239,1522.6115839625543,454.91640407867095
72,1762.8543571658158,695.2670568892786,1831.7608138977766,697.7711218910497,1830.3927731022482,711.3385027559182,1923.233256338834,704.1892081157393,1770.9992261392654,751.345072376083,1791.702521401301,646.1118754211498,1885.0932467889488,689.0034454121408,1880.7566385990492,679.182388333237,1641.8377980550526,671.7310110838686,1552.9974977145926,623.3163217394192,1511.2415147938689,537.3017971240424,1530.5203079189946,443.55057159715784
